2.518305206298828125e+01,1.059277915954589844e+01,6.070101261138916016e+00,2.579872894287109375e+01,1.488349628448486328e+01,7.287704467773437500e+00,1.049392089843750000e+02,4.225369262695312500e+01,2.009439849853515625e+01,1.115923004150390625e+02,7.142715454101562500e+01,6.397275924682617188e+01,1.061625900268554688e+02,6.945580291748046875e+01,8.108650207519531250e+01,1.773705673217773438e+01,4.802585601806640625e+01,1.155741786956787109e+01,1.147935295104980469e+01,1.245676231384277344e+01,5.804148674011230469e+00,9.485477447509765625e+01,4.152331924438476562e+01,1.867412567138671875e+01,1.061520843505859375e+02,7.014804077148437500e+01,8.389485168457031250e+01,1.028185195922851562e+02,6.673823547363281250e+01,9.946383666992187500e+01,4.425790023803710938e+01,7.592901611328125000e+01,1.703643035888671875e+01,6.000000000000000000e+00
2.145826339721679688e+01,1.043347549438476562e+01,4.736307621002197266e+00,2.757569122314453125e+01,3.081326866149902344e+01,1.726136398315429688e+01,1.003777008056640625e+02,3.361297988891601562e+01,1.443007278442382812e+01,1.036338348388671875e+02,4.282896423339843750e+01,1.826655769348144531e+01,9.384017181396484375e+01,3.717902755737304688e+01,1.912766838073730469e+01,1.707728958129882812e+01,1.637952041625976562e+01,1.102894020080566406e+01,1.562426567077636719e+01,4.185492515563964844e+00,6.326889038085937500e+00,9.137046051025390625e+01,5.095461273193359375e+01,3.243253326416015625e+01,9.998296356201171875e+01,7.066874694824218750e+01,7.911837768554687500e+01,9.579100799560546875e+01,6.507501983642578125e+01,9.730582427978515625e+01,4.944387435913085938e+01,7.487236022949218750e+01,1.396901416778564453e+01,6.000000000000000000e+00
2.219876098632812500e+01,1.118586444854736328e+01,5.844003200531005859e+00,2.852037811279296875e+01,2.434525871276855469e+01,9.560917854309082031e+00,9.904282379150390625e+01,3.513595581054687500e+01,1.384370803833007812e+01,1.031077117919921875e+02,4.449691009521484375e+01,1.992815208435058594e+01,9.300756072998046875e+01,4.009860229492187500e+01,2.384462928771972656e+01,1.675150108337402344e+01,1.218079280853271484e+01,8.148280143737792969e+00,1.365931224822998047e+01,8.049562454223632812e+00,5.722671985626220703e+00,9.512781524658203125e+01,5.143790054321289062e+01,3.950994110107421875e+01,1.042377548217773438e+02,6.883162689208984375e+01,7.800208282470703125e+01,9.971683502197265625e+01,6.193394088745117188e+01,9.725820922851562500e+01,4.228487014770507812e+01,9.413264465332031250e+01,1.261311626434326172e+01,6.000000000000000000e+00
2.549921798706054688e+01,7.607034206390380859e+00,4.504036426544189453e+00,1.987918663024902344e+01,8.704677581787109375e+00,2.773357629776000977e+00,1.020995178222656250e+02,4.944636154174804688e+01,2.000905609130859375e+01,1.113466110229492188e+02,5.719259643554687500e+01,2.111963653564453125e+01,1.048227233886718750e+02,4.148991775512695312e+01,1.919542121887207031e+01,3.329525375366210938e+01,3.337023925781250000e+01,2.289191246032714844e+01,2.162926292419433594e+01,7.955517292022705078e+00,2.913489341735839844e+00,5.278376770019531250e+01,1.197282333374023438e+02,4.296646499633789062e+01,3.820853042602539062e+01,1.301321105957031250e+02,3.353320312500000000e+01,1.457270812988281250e+01,1.380778350830078125e+02,2.055786514282226562e+01,1.318740177154541016e+01,8.091585540771484375e+01,3.915169525146484375e+01,6.000000000000000000e+00
2.450458145141601562e+01,8.507088661193847656e+00,7.348351955413818359e+00,1.913402938842773438e+01,1.340981769561767578e+01,1.111649513244628906e+01,1.071457977294921875e+02,5.259894180297851562e+01,2.952380943298339844e+01,1.121230773925781250e+02,5.892042160034179688e+01,3.181076622009277344e+01,1.037097778320312500e+02,4.949092483520507812e+01,3.072173118591308594e+01,1.723949432373046875e+01,2.599093246459960938e+01,1.881227874755859375e+01,1.513243770599365234e+01,1.116510105133056641e+01,8.716993331909179688e+00,8.406013488769531250e+01,6.935088348388671875e+01,7.165028381347656250e+01,8.580427551269531250e+01,9.247905731201171875e+01,7.975382232666015625e+01,7.769675445556640625e+01,9.576638793945312500e+01,7.471907043457031250e+01,2.179122924804687500e+01,9.657320404052734375e+01,2.836374282836914062e+01,6.000000000000000000e+00
2.299822998046875000e+01,8.644156455993652344e+00,7.200327873229980469e+00,1.941571617126464844e+01,1.100709056854248047e+01,1.001923561096191406e+01,1.074755401611328125e+02,5.202451324462890625e+01,3.011606407165527344e+01,1.126562423706054688e+02,5.791670608520507812e+01,3.384326934814453125e+01,1.048879165649414062e+02,4.805894088745117188e+01,3.107008934020996094e+01,1.563426399230957031e+01,2.096990203857421875e+01,1.517306900024414062e+01,1.520689296722412109e+01,9.402598381042480469e+00,9.503979682922363281e+00,8.098997497558593750e+01,6.566873931884765625e+01,6.780515289306640625e+01,8.268874359130859375e+01,8.494931793212890625e+01,8.240496063232421875e+01,7.425207519531250000e+01,8.720227050781250000e+01,8.227476501464843750e+01,2.336545372009277344e+01,9.211878967285156250e+01,2.894980049133300781e+01,6.000000000000000000e+00
2.513322830200195312e+01,8.899950027465820312e+00,4.913722515106201172e+00,1.565491104125976562e+01,1.257775306701660156e+01,1.104254817962646484e+01,1.060944366455078125e+02,5.416938781738281250e+01,3.027754020690917969e+01,1.100503005981445312e+02,6.418247985839843750e+01,3.367231750488281250e+01,1.026090087890625000e+02,5.538508605957031250e+01,3.240636444091796875e+01,1.619769477844238281e+01,1.626423263549804688e+01,9.574005126953125000e+00,1.419245910644531250e+01,5.150805950164794922e+00,7.026513099670410156e+00,8.417031097412109375e+01,6.598753356933593750e+01,5.165280532836914062e+01,9.127120971679687500e+01,8.336260223388671875e+01,7.884065246582031250e+01,8.522822570800781250e+01,8.203222656250000000e+01,8.337791442871093750e+01,1.167295742034912109e+01,1.250106201171875000e+02,2.251438140869140625e+01,6.000000000000000000e+00
2.315771865844726562e+01,1.003418827056884766e+01,5.379034042358398438e+00,1.938921165466308594e+01,1.730899572372436523e+00,1.062253952026367188e+01,1.050682296752929688e+02,5.137840652465820312e+01,3.067554283142089844e+01,1.095106124877929688e+02,5.990514755249023438e+01,3.432104110717773438e+01,1.019940261840820312e+02,5.336779022216796875e+01,3.812411499023437500e+01,1.541728019714355469e+01,1.225984859466552734e+01,1.027380466461181641e+01,1.428884983062744141e+01,6.534160137176513672e+00,8.511927604675292969e+00,8.221420288085937500e+01,6.903810882568359375e+01,5.406594467163085938e+01,9.113338470458984375e+01,8.368836212158203125e+01,7.813669586181640625e+01,8.639322662353515625e+01,8.562465667724609375e+01,7.997111511230468750e+01,2.057138061523437500e+01,1.127311248779296875e+02,2.386614227294921875e+01,6.000000000000000000e+00
2.432099914550781250e+01,8.753978729248046875e+00,4.070651531219482422e+00,1.987732696533203125e+01,4.543991565704345703e+00,8.375480651855468750e+00,1.058287582397460938e+02,5.350838470458984375e+01,2.942982292175292969e+01,1.100872726440429688e+02,6.141965103149414062e+01,3.116880035400390625e+01,1.019903488159179688e+02,5.275563812255859375e+01,3.164469337463378906e+01,1.919775581359863281e+01,1.550523471832275391e+01,1.454165172576904297e+01,1.538443183898925781e+01,7.073864459991455078e+00,9.068617820739746094e+00,8.096865844726562500e+01,6.909545135498046875e+01,5.676266860961914062e+01,8.902457427978515625e+01,8.331076812744140625e+01,7.799948883056640625e+01,8.429563140869140625e+01,8.220668029785156250e+01,7.989467620849609375e+01,2.203450012207031250e+01,1.050133438110351562e+02,2.520750045776367188e+01,6.000000000000000000e+00
2.398269653320312500e+01,1.017026329040527344e+01,2.444148063659667969e+00,1.623768234252929688e+01,2.653455018997192383e+00,7.442484855651855469e+00,9.794822692871093750e+01,5.589308547973632812e+01,2.705863380432128906e+01,1.046194763183593750e+02,6.095245742797851562e+01,2.934328079223632812e+01,9.924246978759765625e+01,5.724877166748046875e+01,3.866417694091796875e+01,2.196403503417968750e+01,7.350241661071777344e+00,6.797578811645507812e+00,1.255400085449218750e+01,4.521287441253662109e+00,6.664471626281738281e+00,9.036299896240234375e+01,6.595911407470703125e+01,5.587799453735351562e+01,9.826922607421875000e+01,7.960107421875000000e+01,7.555205535888671875e+01,9.399051666259765625e+01,7.475865936279296875e+01,8.514000701904296875e+01,2.052305984497070312e+01,9.313316345214843750e+01,3.209126663208007812e+01,6.000000000000000000e+00
